* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
8856, savanna, biomeswevegone:ironwood_gour, CREATURE, naturalist:vulture, 15, 2, 4
8857, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:gazelle, 40, 7, 7
8858, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:elephant, 30, 3, 5
8859, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:emu, 20, 2, 5
8860, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:kangaroo, 25, 3, 5
8861, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
8862, savanna, biomeswevegone:ironwood_gour, CREATURE, alexsmobs:rhinoceros, 24, 3, 5
8863, savanna, biomeswevegone:ironwood_gour, CREATURE, ars_nouveau:drygmy, 10, 1, 2
8864, savanna, biomeswevegone:ironwood_gour, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
8865, savanna, biomeswevegone:ironwood_gour, CREATURE, friendsandfoes:mauler, 32, 1, 1
8866, savanna, biomeswevegone:ironwood_gour, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
8867, savanna, biomeswevegone:ironwood_gour, CREATURE, scguns:supply_scamp, 10, 1, 1
8868, savanna, biomeswevegone:ironwood_gour, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
8869, savanna, biomeswevegone:ironwood_gour, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
8870, savanna, biomeswevegone:ironwood_gour, AMBIENT, minecraft:bat, 10, 8, 8
8871, savanna, biomeswevegone:ironwood_gour, AMBIENT, alexsmobs:fly, 10, 2, 3
8872, savanna, biomeswevegone:ironwood_gour, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8873, savanna, biomeswevegone:ironwood_gour, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
8874, savanna, biomeswevegone:ironwood_gour, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
8875, savanna, biomeswevegone:ironwood_gour, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
8876, savanna, biomeswevegone:ironwood_gour, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
8877, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:spider, 80, 4, 4
8878, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:zombie, 80, 4, 4
8879, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
8880, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
8881, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:slime, 80, 4, 4
8882, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:enderman, 5, 1, 4
8883, jungle, biomeswevegone:jacaranda_jungle, MONSTER, minecraft:witch, 5, 1, 1
8884, jungle, biomeswevegone:jacaranda_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8885, jungle, biomeswevegone:jacaranda_jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
8886, jungle, biomeswevegone:jacaranda_jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
8887, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 1
8888, jungle, biomeswevegone:jacaranda_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
8889, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
8890, jungle, biomeswevegone:jacaranda_jungle, MONSTER, quark:toretoise, 20, 2, 4
8891, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
8892, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
8893, jungle, biomeswevegone:jacaranda_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
8894, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_demons:chort, 10, 1, 2
8895, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
8896, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
8897, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8898, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
8899, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_demons:demon, 10, 1, 3
8900, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
8901, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
8902, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
8903, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
8904, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
8905, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
8906, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_demons:imp, 10, 1, 3
8907, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
8908, jungle, biomeswevegone:jacaranda_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
8909, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
8910, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
8911, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
8912, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
8913, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
8914, jungle, biomeswevegone:jacaranda_jungle, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
8915, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
8916, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
8917, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
8918, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
8919, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
8920, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8921, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
8922, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
8923, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
8924, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
8925, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
8926, jungle, biomeswevegone:jacaranda_jungle, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
8927, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
8928, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
8929, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
8930, jungle, biomeswevegone:jacaranda_jungle, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
8931, jungle, biomeswevegone:jacaranda_jungle, CREATURE, minecraft:sheep, 12, 4, 4
8932, jungle, biomeswevegone:jacaranda_jungle, CREATURE, minecraft:pig, 10, 4, 4
8933, jungle, biomeswevegone:jacaranda_jungle, CREATURE, minecraft:chicken, 10, 4, 4
8934, jungle, biomeswevegone:jacaranda_jungle, CREATURE, minecraft:cow, 10, 4, 4
8935, jungle, biomeswevegone:jacaranda_jungle, CREATURE, minecraft:wolf, 10, 4, 4
8936, jungle, biomeswevegone:jacaranda_jungle, CREATURE, naturalist:coral_snake, 10, 1, 1
8937, jungle, biomeswevegone:jacaranda_jungle, CREATURE, naturalist:hippo, 15, 3, 4
8938, jungle, biomeswevegone:jacaranda_jungle, CREATURE, naturalist:lizard, 15, 1, 2
8939, jungle, biomeswevegone:jacaranda_jungle, CREATURE, naturalist:tortoise, 15, 1, 2
8940, jungle, biomeswevegone:jacaranda_jungle, CREATURE, crittersandcompanions:red_panda, 10, 1, 2
8941, jungle, biomeswevegone:jacaranda_jungle, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
8942, jungle, biomeswevegone:jacaranda_jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
8943, jungle, biomeswevegone:jacaranda_jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
8944, jungle, biomeswevegone:jacaranda_jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
8945, jungle, biomeswevegone:jacaranda_jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
8946, jungle, biomeswevegone:jacaranda_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
8947, jungle, biomeswevegone:jacaranda_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
8948, jungle, biomeswevegone:jacaranda_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
8949, jungle, biomeswevegone:jacaranda_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
8950, jungle, biomeswevegone:jacaranda_jungle, CREATURE, scguns:supply_scamp, 10, 1, 1
8951, jungle, biomeswevegone:jacaranda_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
8952, jungle, biomeswevegone:jacaranda_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
8953, jungle, biomeswevegone:jacaranda_jungle, AMBIENT, minecraft:bat, 10, 8, 8
8954, jungle, biomeswevegone:jacaranda_jungle, AMBIENT, crittersandcompanions:leaf_insect, 14, 1, 1
8955, jungle, biomeswevegone:jacaranda_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
8956, jungle, biomeswevegone:jacaranda_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8957, jungle, biomeswevegone:jacaranda_jungle, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
8958, jungle, biomeswevegone:jacaranda_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
8959, jungle, biomeswevegone:jacaranda_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
8960, jungle, biomeswevegone:jacaranda_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
8961, jungle, biomeswevegone:jacaranda_jungle, rascals, friendsandfoes:rascal, 10, 1, 1
8962, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:spider, 80, 4, 4
8963, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
8964, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
8965, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
8966, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
8967, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:slime, 80, 4, 4
8968, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
8969, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, minecraft:witch, 5, 1, 1
8970, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8971, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, alexsmobs:farseer, 30, 1, 1
8972, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, alexsmobs:murmur, 10, 1, 1
8973, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 1
8974, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
8975, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, quark:toretoise, 20, 2, 4
8976, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
8977, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
8978, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_demons:chort, 10, 1, 2
8979, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, scguns:cog_knight, 25, 1, 1
8980, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, scguns:cog_minion, 0, 0, 0
8981, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
8982, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
8983, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
8984, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
8985, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_demons:demon, 10, 1, 3
8986, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
8987, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
8988, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, scguns:dissident, 20, 1, 1
8989, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
8990, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
8991, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
8992, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
8993, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, scguns:hive, 15, 1, 1
8994, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_demons:imp, 10, 1, 3
8995, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
8996, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
8997, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
8998, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
8999, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
9000, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9001, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
9002, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, scguns:redcoat, 20, 1, 1
9003, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
9004, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
9005, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
9006, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
9007, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
9008, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9009, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, scguns:sky_carrier, 30, 1, 1
9010, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9011, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
9012, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
9013, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
9014, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
9015, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
9016, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
9017, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9018, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
9019, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
9020, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:sheep, 12, 4, 4
9021, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:pig, 10, 4, 4
9022, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:chicken, 10, 4, 4
9023, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, minecraft:cow, 10, 4, 4
9024, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, naturalist:snail, 10, 2, 3
9025, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, naturalist:bluejay, 10, 1, 4
9026, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, naturalist:canary, 10, 1, 4
9027, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, naturalist:robin, 10, 1, 4
9028, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:sunbird, 10, 1, 1
9029, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
9030, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, quark:shiba, 40, 1, 3
9031, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:drygmy, 10, 1, 2
9032, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
9033, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, player_companions:samurai, 10, 1, 1
9034, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
9035, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, scguns:supply_scamp, 10, 1, 1
9036, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
9037, extreme_hills, biomesoplenty:jade_cliffs, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
9038, extreme_hills, biomesoplenty:jade_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
9039, extreme_hills, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:fly, 10, 2, 3
9040, extreme_hills, biomesoplenty:jade_cliffs, AMBIENT, alexsmobs:cockroach, 10, 5, 5
9041, extreme_hills, biomesoplenty:jade_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
9042, extreme_hills, biomesoplenty:jade_cliffs, UNDERGROUND_WATER_CREATURE, seadwellers:mermorph_cavern, 10, 1, 1
9043, extreme_hills, biomesoplenty:jade_cliffs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 1, 5
9044, extreme_hills, biomesoplenty:jade_cliffs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
9045, extreme_hills, biomesoplenty:jade_cliffs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
9046, extreme_hills, biomesoplenty:jade_cliffs, rascals, friendsandfoes:rascal, 10, 1, 1
9047, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
9048, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
9049, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
9050, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
9051, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
9052, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
9053, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
9054, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:farseer, 30, 1, 1
9055, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:murmur, 10, 1, 1
9056, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 1
9057, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
9058, extreme_hills, minecraft:jagged_peaks, MONSTER, quark:toretoise, 20, 2, 4
9059, extreme_hills, minecraft:jagged_peaks, MONSTER, thermal:blizz, 10, 1, 2
9060, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
9061, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:bonescaller, 5, 1, 1
9062, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
9063, extreme_hills, minecraft:jagged_peaks, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
9064, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_demons:chort, 10, 1, 2
9065, extreme_hills, minecraft:jagged_peaks, MONSTER, scguns:cog_knight, 25, 1, 1
9066, extreme_hills, minecraft:jagged_peaks, MONSTER, scguns:cog_minion, 0, 0, 0
9067, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
9068, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
9069, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
9070, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
9071, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_demons:demon, 10, 1, 3
9072, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_demons:demon_lord, 10, 1, 1
9073, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
9074, extreme_hills, minecraft:jagged_peaks, MONSTER, scguns:dissident, 20, 1, 1
9075, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
9076, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
9077, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
9078, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
9079, extreme_hills, minecraft:jagged_peaks, MONSTER, scguns:hive, 15, 1, 1
9080, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_demons:imp, 10, 1, 3
9081, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_demons:imp_guard, 10, 1, 3
9082, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
9083, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
9084, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
9085, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker, 5, 1, 1
9086, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9087, extreme_hills, minecraft:jagged_peaks, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
9088, extreme_hills, minecraft:jagged_peaks, MONSTER, scguns:redcoat, 20, 1, 1
9089, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
9090, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
9091, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
9092, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
9093, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
9094, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9095, extreme_hills, minecraft:jagged_peaks, MONSTER, scguns:sky_carrier, 30, 1, 1
9096, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
9097, extreme_hills, minecraft:jagged_peaks, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
9098, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9099, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
9100, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
9101, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
9102, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
9103, extreme_hills, minecraft:jagged_peaks, MONSTER, enlightened_end:void_leviathan, 10, 1, 1
9104, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
9105, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9106, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
9107, extreme_hills, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
